,Dim1,Dim2,label
179,-38.455421447753906,11.070926666259766,6.0
180,18.218233108520508,61.71668243408203,9.0
181,-14.429986000061035,-26.210670471191406,3.0
182,105.02774047851562,-5.664154052734375,1.0
183,-82.71675109863281,-72.89533996582031,0.0
184,12.920059204101562,38.64503860473633,4.0
185,99.4117431640625,-26.920419692993164,1.0
186,39.300498962402344,-50.671607971191406,5.0
187,15.524219512939453,72.2941665649414,9.0
188,-38.128196716308594,-74.98385620117188,0.0
189,-100.31675720214844,26.32169532775879,6.0
190,48.99899673461914,7.517453193664551,2.0
191,54.40557098388672,40.135929107666016,1.0
192,17.161977767944336,99.65865325927734,3.0
193,-57.439945220947266,-46.217594146728516,0.0
194,-51.591941833496094,-43.0745964050293,6.0
195,-63.1107177734375,-87.70428466796875,0.0
196,-58.63690185546875,-45.653350830078125,0.0
197,16.993738174438477,1.4514174461364746,8.0
198,0.2397678941488266,-1.9694781303405762,3.0
199,-45.068016052246094,-22.423786163330078,2.0
200,-56.70975875854492,-54.48725128173828,0.0
201,-46.22365188598633,-40.76353454589844,0.0
202,-116.88597106933594,-4.9301438331604,6.0
203,-73.62698364257812,-76.29745483398438,0.0
204,-41.023014068603516,-86.5058364868164,0.0
205,-46.862667083740234,57.98949432373047,4.0
206,14.764047622680664,104.30559539794922,7.0
207,-36.77412033081055,-19.05339241027832,2.0
208,58.01192092895508,90.05888366699219,7.0
209,70.58069610595703,32.25388717651367,1.0
210,13.451641082763672,92.90798950195312,9.0
211,-5.119635105133057,65.99391174316406,9.0
212,-2.5507752895355225,-31.32520866394043,3.0
213,17.218185424804688,91.4597396850586,9.0
214,29.048267364501953,0.2096368968486786,8.0
215,-39.73890686035156,26.44377326965332,4.0
216,-90.1593017578125,-29.088693618774414,6.0
217,32.868255615234375,-76.04736328125,6.0
218,81.08894348144531,-3.167263984680176,5.0
219,3.8152992725372314,-20.44989776611328,3.0
220,50.01426315307617,-39.865814208984375,8.0
221,97.9337387084961,2.640211582183838,1.0
222,37.292015075683594,-13.307875633239746,8.0
223,-1.594035267829895,105.18212127685547,7.0
224,90.54991912841797,-15.989131927490234,1.0
225,-8.513093948364258,-28.986278533935547,3.0
226,-9.058027267456055,125.91261291503906,7.0
227,-107.68885803222656,8.199024200439453,6.0
228,-18.362377166748047,-54.92387390136719,3.0
229,-63.08106231689453,-57.8092155456543,6.0
230,-2.203479528427124,-45.357933044433594,3.0
231,-79.02845764160156,17.057514190673828,6.0
232,-2.020878314971924,-53.33468246459961,3.0
233,-40.72412109375,-15.03078556060791,2.0
234,17.90975570678711,-22.933673858642578,3.0
235,-41.83326721191406,31.427783966064453,2.0
236,-28.473114013671875,-12.986393928527832,2.0
237,6.285412311553955,117.54820251464844,7.0
238,-18.12273406982422,71.09123229980469,9.0
239,-43.317626953125,-5.764943599700928,2.0
240,-9.958989143371582,-87.05314636230469,3.0
241,-13.502453804016113,-69.07865142822266,2.0
242,44.53163528442383,58.08932876586914,7.0
243,17.143356323242188,-51.4287109375,5.0
244,72.79788970947266,-76.17878723144531,5.0
245,64.12950897216797,-41.71984100341797,8.0
246,32.845542907714844,4.86051607131958,8.0
247,-68.12562561035156,5.134932994842529,2.0
248,-43.70880889892578,-91.54239654541016,0.0
249,107.03951263427734,-23.1883602142334,1.0
250,29.229129791259766,37.68584060668945,4.0
251,-48.264068603515625,-37.74016189575195,0.0
252,-90.81023406982422,2.023996353149414,6.0
253,2.130281686782837,-61.10894775390625,3.0
254,-5.8247456550598145,84.37005615234375,7.0
255,113.05879974365234,-15.750972747802734,1.0
256,74.90565490722656,37.69845199584961,1.0
257,100.45893859863281,-2.352360725402832,1.0
258,-0.9201938509941101,45.48685836791992,4.0
259,23.8541202545166,109.22776794433594,7.0
260,-68.86257934570312,-57.91450119018555,0.0
261,-32.770057678222656,-14.15382194519043,2.0
262,-2.246999502182007,95.68697357177734,9.0
263,-47.24198913574219,6.73946475982666,2.0
264,-68.7218246459961,-83.4649658203125,0.0
265,40.631595611572266,-70.89874267578125,5.0
266,-119.47441101074219,-23.206783294677734,6.0
267,-55.1938362121582,-48.847694396972656,0.0
268,41.42166519165039,-12.001208305358887,8.0
269,-40.24528121948242,92.86296844482422,9.0
270,-103.67870330810547,-35.94105529785156,6.0
271,-27.97724723815918,-6.996067047119141,2.0
272,-74.57604217529297,-62.87976837158203,0.0
273,-58.34586715698242,-46.25246047973633,0.0
274,2.4973466396331787,107.36448669433594,7.0
275,-13.245654106140137,-82.38666534423828,2.0
276,-52.643653869628906,-67.56040954589844,0.0
277,-52.18251037597656,66.13983154296875,4.0
278,-46.74995803833008,18.222002029418945,2.0
279,-55.601234436035156,-66.27892303466797,0.0
280,-19.65675163269043,100.3167953491211,9.0
281,110.07719421386719,-0.33857643604278564,1.0
282,-81.15782928466797,6.1598896980285645,6.0
283,-9.336742401123047,70.13034057617188,9.0
284,-4.013975620269775,-38.695823669433594,3.0
285,-71.15288543701172,-74.31517028808594,0.0
286,-73.88887786865234,-72.98174285888672,0.0
287,-49.99727249145508,-6.155782699584961,2.0
288,-74.9627685546875,-69.18547821044922,0.0
289,-112.935791015625,9.780192375183105,6.0
290,56.635467529296875,-20.207508087158203,8.0
291,14.55703067779541,37.29015350341797,4.0
292,-51.555023193359375,-48.96840286254883,0.0
293,-24.493297576904297,14.147117614746094,7.0
294,-32.112422943115234,-1.6244760751724243,2.0
295,67.10289001464844,38.37861633300781,1.0
296,12.98801040649414,59.17679977416992,9.0
297,-0.37439513206481934,-9.296520233154297,5.0
298,-56.03441619873047,-22.52511215209961,2.0
299,-35.36832046508789,50.685420989990234,4.0
300,51.900665283203125,-17.859670639038086,8.0
301,48.15890884399414,-70.27584075927734,5.0
302,-20.44480323791504,-74.57879638671875,2.0
303,-33.1885871887207,78.34117889404297,9.0
304,24.93013572692871,102.25326538085938,7.0
305,58.3421516418457,56.54154968261719,9.0
306,-51.93313980102539,8.572818756103516,2.0
307,-19.402929306030273,99.27571105957031,9.0
308,11.391717910766602,96.47319030761719,7.0
309,-43.77082061767578,63.54842758178711,4.0
310,29.355525970458984,12.280241012573242,9.0
311,-9.514792442321777,-5.268820762634277,3.0
312,-24.487926483154297,-71.87802124023438,2.0
313,49.464637756347656,59.528472900390625,7.0
314,9.145771980285645,-25.992843627929688,3.0
315,-114.6654281616211,8.61056900024414,6.0
316,-7.230411529541016,-50.61482238769531,3.0
317,-122.53765869140625,-21.08475112915039,6.0
318,-16.7086181640625,-38.5722770690918,8.0
319,53.169612884521484,-43.786434173583984,8.0
320,7.552258014678955,-10.007369995117188,3.0
321,42.40747833251953,69.62003326416016,7.0
322,-76.338134765625,-63.54573440551758,0.0
323,26.991487503051758,58.14155197143555,9.0
324,-45.2765998840332,-4.306898593902588,2.0
325,1.0990618467330933,124.80265045166016,7.0
326,22.133880615234375,55.483272552490234,9.0
327,-73.73567962646484,-68.92400360107422,0.0
328,49.60182571411133,54.186431884765625,5.0
329,-3.3624415397644043,48.80515670776367,4.0
330,-71.2328872680664,-23.03188705444336,5.0
331,43.12906265258789,-30.498428344726562,8.0
332,-14.066620826721191,39.52328872680664,4.0
333,-6.609618186950684,-26.817094802856445,3.0
334,-10.206809997558594,2.0593490600585938,3.0
335,70.67213439941406,32.280555725097656,1.0
336,18.193227767944336,108.06547546386719,7.0
337,68.9920425415039,-27.660097122192383,8.0
338,10.896474838256836,89.75830841064453,9.0
339,34.995750427246094,93.63664245605469,7.0
340,-108.64417266845703,16.937923431396484,6.0
341,-12.38869571685791,-75.31521606445312,2.0
342,113.56877899169922,-16.408039093017578,1.0
343,33.45928192138672,120.40450286865234,7.0
344,-40.420166015625,-75.74771118164062,0.0
345,18.513402938842773,-59.02663803100586,5.0
346,-89.18126678466797,-27.685237884521484,6.0
347,-3.398529052734375,-69.44502258300781,5.0
348,-21.906137466430664,1.1109999418258667,2.0
349,-24.68556785583496,64.0447769165039,9.0
350,-11.059600830078125,-47.55389404296875,5.0
351,7.736874580383301,26.16448974609375,4.0
352,-82.33980560302734,8.900533676147461,6.0
353,-24.81610107421875,-71.67205047607422,2.0
354,-17.025177001953125,-74.98798370361328,2.0
355,-12.296098709106445,-68.37120819091797,2.0
356,34.61506652832031,51.47814178466797,9.0
357,-73.88314056396484,-73.04972076416016,0.0
358,-14.696807861328125,108.34870147705078,7.0
359,46.56975173950195,64.49906158447266,7.0
360,85.50080108642578,-6.733665943145752,2.0
361,-32.21958923339844,20.725147247314453,2.0
362,-82.6112289428711,-16.033266067504883,6.0
363,10.166935920715332,-65.86083221435547,3.0
364,-53.03248596191406,64.88965606689453,4.0
365,41.65168762207031,-3.1219515800476074,2.0
366,-56.57136917114258,-49.09877395629883,0.0
367,63.66272735595703,-75.30453491210938,5.0
368,49.073883056640625,91.24714660644531,9.0
369,-79.58492279052734,12.038045883178711,6.0
370,-67.99000549316406,5.554168701171875,2.0
371,73.50270080566406,40.328365325927734,1.0
372,2.9966790676116943,95.29442596435547,9.0
373,-38.26210403442383,-64.24346160888672,0.0
374,-105.74471282958984,4.204500675201416,6.0
375,-30.8597354888916,-82.32682800292969,0.0
376,3.2732174396514893,58.39333724975586,4.0
377,-85.94490051269531,-17.285776138305664,8.0
378,-0.9586665034294128,44.45356750488281,4.0
379,-7.5421528816223145,-17.505502700805664,3.0
380,100.63331604003906,-25.2769832611084,1.0
381,60.385345458984375,-72.74044036865234,5.0
382,-43.836185455322266,56.70132827758789,4.0
383,-33.37156677246094,12.016599655151367,2.0
384,30.563310623168945,55.892330169677734,9.0
385,18.13056755065918,-66.38690948486328,5.0
386,35.092830657958984,101.7122802734375,7.0
387,-1.4286555051803589,-78.91690063476562,3.0
388,64.10005187988281,24.85799217224121,1.0
389,19.50141716003418,-50.27023696899414,5.0
390,-36.0142707824707,56.56692123413086,4.0
391,64.20983123779297,-73.81961059570312,5.0
392,6.488468647003174,-15.932842254638672,3.0
393,43.899635314941406,94.64734649658203,7.0
394,-3.1153624057769775,-41.66648483276367,3.0
395,65.67086791992188,-37.01660919189453,8.0
396,-118.26525115966797,-9.04407787322998,6.0
397,-25.876609802246094,-84.1083984375,2.0
398,116.04569244384766,-22.8089599609375,4.0
399,-120.91516876220703,-17.9415340423584,6.0
400,70.5847396850586,37.108978271484375,1.0
401,92.42997741699219,-9.695746421813965,1.0
402,4.6286540031433105,34.340755462646484,4.0
403,-63.97898864746094,-85.45772552490234,0.0
404,-38.53028106689453,-73.89812469482422,0.0
405,23.68550682067871,-64.50060272216797,5.0
406,66.57994079589844,-30.419200897216797,8.0
407,-104.48246002197266,8.392671585083008,6.0
408,13.9661865234375,115.76581573486328,7.0
409,5.5931077003479,45.35716247558594,4.0
410,-31.674497604370117,19.094497680664062,2.0
411,40.298805236816406,-36.519744873046875,8.0
412,26.62188148498535,-76.57858276367188,0.0
413,-50.257625579833984,-20.699949264526367,2.0
414,27.292497634887695,-71.2833023071289,5.0
415,43.084068298339844,52.246742248535156,4.0
416,26.680051803588867,-0.8475870490074158,8.0
417,46.15436553955078,-82.6834487915039,3.0
418,-40.42630386352539,-53.16404724121094,0.0
419,-76.3238296508789,-7.643436908721924,6.0
420,-49.785064697265625,57.57707214355469,4.0
421,0.5314171314239502,-22.011947631835938,8.0
422,-105.47238159179688,-36.67087173461914,6.0
423,-7.977559566497803,63.33200454711914,4.0
424,62.305931091308594,20.866971969604492,1.0
425,30.701250076293945,-16.46658706665039,8.0
426,96.35467529296875,6.495493412017822,1.0
427,66.587890625,-83.76229095458984,5.0
428,-34.78802490234375,43.54015350341797,4.0
429,22.309003829956055,94.53254699707031,9.0
430,26.528728485107422,39.375553131103516,4.0
431,2.103658676147461,-55.533695220947266,3.0
432,-53.94852828979492,-4.037989139556885,2.0
433,-38.1020622253418,-85.779296875,0.0
434,-97.72792053222656,-30.285442352294922,5.0
435,-57.925048828125,-53.563819885253906,0.0
436,-17.187761306762695,98.0552749633789,7.0
437,15.801241874694824,56.6185302734375,9.0
438,-41.300167083740234,-18.535917282104492,2.0
439,2.227177619934082,96.11383819580078,9.0
440,34.182621002197266,-32.23914337158203,8.0
441,1.492271900177002,97.60269927978516,9.0
442,-80.86153411865234,-8.123603820800781,6.0
443,-32.03214645385742,5.076966762542725,5.0
444,-11.958195686340332,-72.52145385742188,2.0
445,-20.046798706054688,51.93925094604492,4.0
446,-12.481500625610352,48.5399284362793,4.0
447,-122.31269836425781,-11.648239135742188,6.0
448,13.313010215759277,48.17815017700195,4.0
449,47.3945198059082,-14.196535110473633,8.0
450,6.295660018920898,42.570133209228516,4.0
451,92.46947479248047,6.23997688293457,1.0
452,10.624289512634277,102.98591613769531,7.0
453,13.499106407165527,-47.78194046020508,5.0
454,59.821468353271484,-26.694860458374023,8.0
455,23.593870162963867,53.036338806152344,9.0
456,13.573105812072754,-45.28763198852539,5.0
457,-19.256122589111328,76.89669036865234,9.0
458,50.9774284362793,57.9326171875,3.0
459,-28.685848236083984,2.2370357513427734,2.0
460,27.524322509765625,-54.08861541748047,5.0
461,50.382564544677734,-22.242313385009766,8.0
462,-44.394405364990234,8.05925178527832,2.0
463,-37.34446334838867,-27.05799674987793,2.0
464,-4.371456623077393,80.6021728515625,7.0
465,-45.114688873291016,-10.527624130249023,2.0
466,64.71797943115234,-34.80494689941406,8.0
467,7.171509742736816,61.4962158203125,4.0
468,112.04657745361328,-3.353567600250244,1.0
469,-40.25913619995117,74.83197784423828,9.0
470,0.8431107401847839,-32.730934143066406,3.0
471,-95.47476196289062,21.46379280090332,6.0
472,-36.93464660644531,-81.64615631103516,0.0
473,-24.1887264251709,-81.0534439086914,2.0
474,-49.14419174194336,-13.926459312438965,2.0
475,16.472875595092773,86.89368438720703,9.0
476,72.39847564697266,2.2921199798583984,1.0
477,-31.457115173339844,18.28602409362793,2.0
478,36.39415740966797,89.85858917236328,7.0
479,-17.52729034423828,-80.87155151367188,2.0
480,98.99876403808594,-16.10277557373047,1.0
481,13.732972145080566,-18.333738327026367,3.0
482,-2.222568988800049,48.349674224853516,4.0
483,24.218469619750977,60.47523498535156,9.0
484,93.23794555664062,-11.621088981628418,1.0
485,-84.79890441894531,-36.96336364746094,8.0
486,-61.19511032104492,-56.84828567504883,0.0
487,-9.042482376098633,-88.12745666503906,2.0
488,-42.45604705810547,-29.043203353881836,2.0
489,10.271767616271973,-27.023786544799805,3.0
490,-50.34682846069336,65.42427062988281,4.0
491,105.4891128540039,-12.18979549407959,1.0
492,-1.1167526245117188,-97.16380310058594,3.0
493,-3.582946538925171,77.07144927978516,7.0
494,3.532697916030884,39.74020767211914,4.0
495,119.86198425292969,-12.198901176452637,1.0
496,-57.135223388671875,81.32571411132812,4.0
497,65.8062515258789,16.51523780822754,1.0
498,42.44865417480469,-65.98688507080078,5.0
499,-47.8028564453125,-98.85126495361328,9.0
500,-101.84861755371094,-1.911155343055725,6.0
501,-8.549375534057617,65.86917114257812,9.0
502,-47.199562072753906,-56.97512435913086,0.0
503,7.789653301239014,-39.102115631103516,5.0
504,43.77644729614258,56.032066345214844,7.0
505,-80.2989730834961,0.7080055475234985,6.0
506,41.261226654052734,-24.376853942871094,8.0
507,-34.02778244018555,-5.126693248748779,2.0
508,-73.11277770996094,-79.1858901977539,0.0
509,9.515607833862305,96.5781478881836,7.0
510,13.802863121032715,-13.920491218566895,3.0
511,49.708927154541016,-58.31441879272461,5.0
512,45.650848388671875,-37.21253967285156,8.0
513,-40.5892219543457,-2.2478504180908203,2.0
514,51.9309196472168,-20.03955841064453,8.0
515,-22.667842864990234,-75.2439956665039,2.0
516,-27.164440155029297,59.14261245727539,4.0
517,84.17083740234375,19.273136138916016,8.0
518,68.91276550292969,-11.464340209960938,5.0
519,42.6763916015625,-30.802061080932617,8.0
520,25.81585693359375,71.64415740966797,9.0
521,37.87256622314453,99.52696228027344,7.0
522,103.1589584350586,-4.078715801239014,1.0
523,-46.4096794128418,-7.224582195281982,2.0
524,-46.6668586730957,54.70771026611328,4.0
525,45.220726013183594,-82.68146514892578,5.0
526,-45.4626350402832,-98.71684265136719,5.0
527,82.92314910888672,34.49108123779297,1.0
528,73.19326782226562,-77.92575073242188,8.0
529,78.2381591796875,38.81399917602539,1.0
530,-13.137350082397461,59.90690994262695,4.0
531,-57.81991958618164,80.59519958496094,4.0
532,-88.24369049072266,-20.511268615722656,6.0
533,36.79853057861328,-62.89670944213867,5.0
534,26.605104446411133,4.770501136779785,8.0
535,-37.170494079589844,94.25285339355469,9.0
536,-12.109201431274414,-68.10586547851562,2.0
537,-15.260897636413574,-17.48155975341797,3.0
538,-62.228031158447266,-53.983314514160156,0.0
539,38.666194915771484,-47.00447463989258,5.0
540,105.85093688964844,-12.932541847229004,1.0
541,-23.751815795898438,54.697845458984375,4.0
542,-35.98524475097656,-84.60649108886719,0.0
543,29.51869773864746,-73.37689971923828,5.0
544,82.09635925292969,2.3801889419555664,1.0
545,-47.96553421020508,-2.1233315467834473,2.0
546,-36.16399383544922,93.387451171875,9.0
547,-34.77217102050781,22.277585983276367,2.0
548,16.83515167236328,24.840002059936523,4.0
549,64.03780364990234,37.9165153503418,1.0
550,-87.37970733642578,-0.08420916646718979,6.0
551,37.4165153503418,-9.000692367553711,8.0
552,-50.064422607421875,-47.264591217041016,0.0
553,1.7520897388458252,48.064552307128906,4.0
554,-11.466980934143066,74.65771484375,9.0
555,-45.60854721069336,-68.52950286865234,0.0
556,-76.07777404785156,-82.34564208984375,0.0
557,20.4775447845459,-64.21998596191406,5.0
558,-7.55930757522583,71.16448974609375,9.0
559,75.27185821533203,-29.31174087524414,2.0
560,-0.5827428698539734,-27.01300621032715,3.0
561,71.67943572998047,-79.06942749023438,5.0
562,49.529571533203125,95.11677551269531,9.0
563,-20.001726150512695,62.301021575927734,4.0
564,-20.863906860351562,46.55817413330078,4.0
565,7.530238151550293,-28.114683151245117,3.0
566,14.667823791503906,73.85123443603516,9.0
567,-30.162443161010742,25.947917938232422,2.0
568,9.776894569396973,11.343706130981445,3.0
569,13.624504089355469,-52.763160705566406,5.0
570,-94.4769287109375,-28.18470573425293,6.0
571,68.26367950439453,-66.9501953125,5.0
572,-39.813987731933594,-15.571821212768555,2.0
573,-17.396364212036133,86.35215759277344,7.0
574,-37.412662506103516,-2.1778786182403564,2.0
575,8.574872016906738,46.79539489746094,4.0
576,-45.976566314697266,20.729337692260742,2.0
577,13.167877197265625,75.13575744628906,4.0
578,99.80587005615234,17.188108444213867,7.0
579,-46.556602478027344,-24.748199462890625,2.0
580,56.79657745361328,-69.61978149414062,5.0
581,1.1710312366485596,-41.48735046386719,3.0
582,46.72749328613281,59.68918991088867,7.0
583,-84.99472045898438,-3.956338405609131,6.0
584,81.78888702392578,20.214025497436523,1.0
585,-64.93852233886719,-74.47256469726562,0.0
586,-40.71102523803711,92.74349975585938,7.0
587,51.858154296875,-61.311214447021484,5.0
588,21.756187438964844,37.678104400634766,4.0
589,46.790283203125,-60.91810607910156,5.0
590,100.38798522949219,5.416697978973389,1.0
591,-106.32343292236328,13.044172286987305,6.0
592,36.67863845825195,53.35432815551758,9.0
593,36.77490997314453,78.87984466552734,7.0
594,97.3497314453125,-1.3898814916610718,1.0
595,-83.39485931396484,-5.235137939453125,6.0
596,-8.670618057250977,-2.095454692840576,3.0
597,9.463868141174316,-24.91023826599121,3.0
598,84.83257293701172,11.332722663879395,1.0
599,-32.43987274169922,-2.0976526737213135,2.0
600,-50.0823974609375,-15.454000473022461,2.0
601,-48.2745246887207,-98.4755630493164,0.0
602,-10.007468223571777,-39.96393966674805,5.0
603,-39.909427642822266,-59.09164047241211,0.0
